WELL ID,RESULTS,CHEMICAL,DATE,UNITS,QUALIFER,RL,LATITUDE,LONGITUDE,WELL TYPE,WELL DEPTH (FT),TOP OF SCREEN (FT),SCREEN LENGTH (FT),SOURCE,SOURCE NAME,OTHER NAMES
Vanadium Study,0.2,DO,2/1/2012,MG/L,<,UNK,38.05461111,-121.3709722,MUNICIPAL,580,560,20,USGS,Vanadium Study,Vanadium Study
Vanadium Study,0.2,DO,2/1/2012,MG/L,<,UNK,38.04416667,-121.3233333,MUNICIPAL,580,560,20,USGS,Vanadium Study,Vanadium Study
Vanadium Study,1.2,DO,2/7/2012,MG/L,,UNK,37.93909093,-121.2621676,MUNICIPAL,580,560,20,USGS,Vanadium Study,Vanadium Study
Vanadium Study,0.2,DO,2/7/2012,MG/L,<,UNK,37.93909093,-121.2621676,MUNICIPAL,580,560,20,USGS,Vanadium Study,Vanadium Study
Vanadium Study,2.3,DO,2/8/2012,MG/L,,UNK,37.897,-121.2693,MUNICIPAL,580,560,20,USGS,Vanadium Study,Vanadium Study
Vanadium Study,0.4,DO,2/14/2012,MG/L,,UNK,38.05461111,-121.3709722,MUNICIPAL,580,560,20,USGS,Vanadium Study,Vanadium Study
Vanadium Study,0.4,DO,2/14/2012,MG/L,,UNK,38.02980278,-121.3472472,MUNICIPAL,580,560,20,USGS,Vanadium Study,Vanadium Study
SIERRA-ML-10,7.3,DO,8/5/2008,MG/L,,UNK,38.04438889,-120.5219444,MUNICIPAL,275,0,0,USGS,SIERRA-ML-10,SIERRA-ML-10
SIERRA-SL-05,9.2,DO,7/28/2008,MG/L,,UNK,38.34125,-119.83775,MUNICIPAL,0,0,0,USGS,SIERRA-SL-05,SIERRA-SL-05
SIERRA-VL-04,4.2,DO,8/14/2008,MG/L,,UNK,37.84511111,-120.1415833,MUNICIPAL,307,57,250,USGS,SIERRA-VL-04,SIERRA-VL-04
MADCHOWFP-02,6,DO,5/5/2008,MG/L,,UNK,37.12708333,-120.2492222,MUNICIPAL,415,242,173,USGS,MADCHOWFP-02,MADCHOWFP-02
Vanadium Study,0.2,DO,1/30/2012,MG/L,<,UNK,37.93909093,-121.2621676,MUNICIPAL,580,560,20,USGS,Vanadium Study,Vanadium Study
Vanadium Study,0.2,DO,1/30/2012,MG/L,<,UNK,37.81894444,-121.2663889,MUNICIPAL,580,560,20,USGS,Vanadium Study,Vanadium Study
T0609900374-MW-4,6.9,DO,11/8/2002,MG/L,=,1,37.5519109,-120.9100434,MONITORING,,,,EDF,MW-4,MW-4
AGC100012333-SJCDW00018,6.36,DO,10/23/2018,MG/L,=,0,37.78154,-120.84557,UNK,,,,AGLAND,SJCDW00018,SJCDW00018
AGC100012331-ESJQC00005,5.44,DO,10/31/2018,MG/L,=,0,37.46293,-120.77148,UNK,,160,15,AGLAND,ESJQC00005,ESJQC00005
T0609900374-MW-6,2.4,DO,2/25/2003,MG/L,=,1,37.5516268,-120.9099971,MONITORING,,,,EDF,MW-6,MW-6
AGC100012331-ESJQC00007,0.06,DO,10/31/2018,MG/L,=,0,37.33116,-120.73436,UNK,,,,AGLAND,ESJQC00007,ESJQC00007
T0607700146-PT-MW1,3.3,DO,2/22/2011,MG/L,=,0.1,38.14068758,-121.2611808,MONITORING,,,,EDF,PT-MW1,PT-MW1
T0609900349-MW-11,7.3,DO,8/6/2007,MG/L,=,1,37.500883,-120.853594,MONITORING,,31,10,EDF,MW-11,MW-11
T0607700146-PT-MW8,1.6,DO,2/22/2011,MG/L,=,0.1,38.14053593,-121.2615464,MONITORING,,,,EDF,PT-MW8,PT-MW8
AGC100012333-SJCDW00019,1.21,DO,10/22/2018,MG/L,=,0,37.74736,-121.21599,UNK,,,,AGLAND,SJCDW00019,SJCDW00019
AGC100012331-ESJQC00011,7.83,DO,10/30/2018,MG/L,=,0,37.14975,-120.3467,UNK,,,,AGLAND,ESJQC00011,ESJQC00011
T0609900349-MW-10,3.6,DO,8/6/2007,MG/L,=,1,37.5011632,-120.853775,MONITORING,,31,10,EDF,MW-10,MW-10
AGC100012333-SJCDW00043,4.25,DO,10/24/2018,MG/L,=,0,37.85616,-121.01028,UNK,,,,AGLAND,SJCDW00043,SJCDW00043
AGC100012333-SJCDW00054,11.62,DO,10/25/2018,MG/L,=,0,38.04092,-121.19344,UNK,,,,AGLAND,SJCDW00054,SJCDW00054
T0607700846-MW-1,2.8,DO,4/25/2003,MG/L,=,1,37.7389992,-121.4749107,MONITORING,,,,EDF,MW-1,MW-1
T0607700871-MW-1,8.4,DO,7/19/2002,MG/L,=,1,37.74338417,-121.1262159,MONITORING,,,,EDF,MW-1,MW-1
T0607700888-MW-6,2.17,DO,1/14/2003,MG/L,=,1,37.9543569,-121.2708652,MONITORING,,,,EDF,MW-6,MW-6
T0607700888-MW-7,10,DO,5/19/2003,MG/L,=,100,37.9544468,-121.2705437,MONITORING,,,,EDF,MW-7,MW-7
DM-11,6.5,DO,10/22/2015,MG/L,,UNK,37.56243149,-121.1766032,MUNICIPAL,168,146,22,USGS,DM-11,DM-11
TRLK-16,2,DO,5/2/2006,MG/L,,UNK,37.54116667,-120.5161944,MUNICIPAL,0,0,0,USGS,TRLK-16,TRLK-16
TRLK-14,0.7,DO,4/4/2006,MG/L,,UNK,37.42463889,-120.8308333,MUNICIPAL,360,160,195,USGS,TRLK-14,TRLK-14
CGOLD-12,0.2,DO,5/23/2006,MG/L,<,UNK,37.17022222,-119.7573611,MUNICIPAL,880,100,780,USGS,CGOLD-12,CGOLD-12
MERMW-03,1.8,DO,3/28/2006,MG/L,,UNK,37.30927222,-120.5592361,MUNICIPAL,56,46,5,USGS,MERMW-03,MERMW-03
CGOLD-18,3.4,DO,5/31/2006,MG/L,,UNK,37.38766667,-119.6290833,MUNICIPAL,631,56,575,USGS,CGOLD-18,CGOLD-18
CGOLD-16,9.3,DO,5/24/2006,MG/L,,UNK,37.41938889,-119.6051944,MUNICIPAL,500,120,100,USGS,CGOLD-16,CGOLD-16
CWISH-09,3.2,DO,5/25/2006,MG/L,,UNK,37.34391667,-119.4789167,MUNICIPAL,700,70,630,USGS,CWISH-09,CWISH-09
ESJFP-07,6.6,DO,1/10/2005,MG/L,,UNK,38.03102778,-121.1955556,MUNICIPAL,466,0,0,USGS,ESJFP-07,ESJFP-07
TRLK-12,0.8,DO,4/3/2006,MG/L,,UNK,37.35138889,-120.9616389,MUNICIPAL,158,0,0,USGS,TRLK-12,TRLK-12
CE-QPC-02,5.5,DO,1/26/2010,MG/L,,UNK,37.64116667,-120.7455,MUNICIPAL,300,124,-124,USGS,CE-QPC-02,CE-QPC-02
DM-13,0.2,DO,3/17/2010,MG/L,<,UNK,36.98266667,-120.8279444,MUNICIPAL,500,400,100,USGS,DM-13,DM-13
MOD-03,5.7,DO,2/9/2016,MG/L,,UNK,37.6515,-121.0208889,MUNICIPAL,180,0,0,USGS,MOD-03,MOD-03
MER-09,5.8,DO,4/10/2006,MG/L,,UNK,37.32458333,-120.4440833,MUNICIPAL,266,174,75,USGS,MER-09,MER-09
MOD-05,3.2,DO,3/20/2006,MG/L,,UNK,37.74613889,-121.0168333,MUNICIPAL,292,139,132,USGS,MOD-05,MOD-05
MOD-06,4.8,DO,3/21/2006,MG/L,,UNK,37.64502778,-120.9844167,MUNICIPAL,216,128,64,USGS,MOD-06,MOD-06
ESJ-01,0.4,DO,4/2/2008,MG/L,,UNK,37.81683333,-121.2666667,MUNICIPAL,270,180,85,USGS,ESJ-01,ESJ-01
MER-10,5.1,DO,2/11/2016,MG/L,,UNK,37.30808333,-120.5035833,MUNICIPAL,294,0,294,USGS,MER-10,MER-10
ESJ-01,0.2,DO,3/27/2012,MG/L,,UNK,37.81683333,-121.2666667,MUNICIPAL,270,180,85,USGS,ESJ-01,ESJ-01
ESJ-01,0.3,DO,2/10/2014,MG/L,,UNK,37.81683333,-121.2666667,MUNICIPAL,270,180,85,USGS,ESJ-01,ESJ-01
ESJ-11,0.2,DO,2/13/2014,MG/L,<,UNK,38.22444444,-121.4222222,MUNICIPAL,245,135,-135,USGS,ESJ-11,ESJ-11
MOD-10,5.7,DO,5/3/2006,MG/L,,UNK,37.71104103,-120.6768706,MUNICIPAL,815,159,-159,USGS,MOD-10,MOD-10
DM-U-03,6.6,DO,3/29/2010,MG/L,,UNK,37.35021503,-120.9774278,MUNICIPAL,20,12,5,USGS,DM-U-03,DM-U-03
MER-11,0.9,DO,3/2/2016,MG/L,,UNK,37.23294444,-120.2573889,MUNICIPAL,630,234,386,USGS,MER-11,MER-11
DM-28,6.3,DO,6/29/2010,MG/L,,UNK,36.98094444,-120.8643056,MUNICIPAL,178,0,0,USGS,DM-28,DM-28
MADCHOW-22,1.2,DO,5/8/2008,MG/L,,UNK,37.08036111,-120.47475,MUNICIPAL,325,0,0,USGS,MADCHOW-22,MADCHOW-22
S7-SAC-C01,5.9,DO,8/7/2017,MG/L,,UNK,38.37597222,-121.2950278,MUNICIPAL,525,159,366,USGS,S7-SAC-C01,S7-SAC-C01
TRLKMW-03,5.7,DO,3/16/2006,MG/L,,UNK,37.54437778,-120.7934361,MUNICIPAL,171,161,5,USGS,TRLKMW-03,TRLKMW-03
MADCHOW-29,5.8,DO,6/4/2018,MG/L,,UNK,36.85069444,-120.2555833,MUNICIPAL,340,0,0,USGS,MADCHOW-29,MADCHOW-29
S7-SAC-C11,0.5,DO,11/14/2017,MG/L,,UNK,38.27175,-120.9724167,MUNICIPAL,215,215,-215,USGS,S7-SAC-C11,S7-SAC-C11
NSJ-QPC-01,5.6,DO,1/11/2005,MG/L,,UNK,38.0718665,-120.9318831,MUNICIPAL,330,0,0,USGS,NSJ-QPC-01,NSJ-QPC-01
MADCHOW-01,5.1,DO,4/14/2008,MG/L,,UNK,36.93113889,-120.1058889,MUNICIPAL,592,210,378,USGS,MADCHOW-01,MADCHOW-01
S7-SAC-C05,7.7,DO,8/9/2017,MG/L,,UNK,38.29277778,-121.2582778,MUNICIPAL,212,155,57,USGS,S7-SAC-C05,S7-SAC-C05
MADCHOW-07,4.5,DO,4/21/2008,MG/L,,UNK,37.13247222,-120.0619167,MUNICIPAL,0,0,0,USGS,MADCHOW-07,MADCHOW-07
MADCHOW-16,4.2,DO,5/1/2008,MG/L,,UNK,37.01980556,-120.0619167,MUNICIPAL,740,330,410,USGS,MADCHOW-16,MADCHOW-16
S6-MCAW-M14,6,DO,8/24/2016,MG/L,,UNK,38.37202778,-120.4760833,MUNICIPAL,397,0,0,USGS,S6-MCAW-M14,S6-MCAW-M14
MADCHOW-19,4,DO,5/6/2008,MG/L,,UNK,36.92741667,-119.7603056,MUNICIPAL,200,140,-140,USGS,MADCHOW-19,MADCHOW-19
NSJ-QPC-04,4.8,DO,4/1/2008,MG/L,,UNK,38.33271931,-121.0948885,MUNICIPAL,520,235,277,USGS,NSJ-QPC-04,NSJ-QPC-04
TRLKFP-02,0.4,DO,4/5/2006,MG/L,,UNK,37.42854749,-120.837148,MUNICIPAL,58,0,0,USGS,TRLKFP-02,TRLKFP-02
MADCHOW-10,5.2,DO,6/7/2018,MG/L,,UNK,37.11891667,-120.2590556,MUNICIPAL,830,0,0,USGS,MADCHOW-10,MADCHOW-10
S3-MACK-M02,3.6,DO,4/8/2014,MG/L,,UNK,36.90688889,-120.2741667,MUNICIPAL,170,0,0,USGS,S3-MACK-M02,S3-MACK-M02
S6-MCAW-C01,1.5,DO,12/20/2016,MG/L,,UNK,38.43411111,-120.9280556,MUNICIPAL,300,32,268,USGS,S6-MCAW-C01,S6-MCAW-C01
S6-MCAW-M09,2.2,DO,11/14/2016,MG/L,,UNK,38.40102778,-120.6519722,MUNICIPAL,300,180,120,USGS,S6-MCAW-M09,S6-MCAW-M09
NSJ-QPC-04,5.1,DO,1/16/2014,MG/L,,UNK,38.33271931,-121.0948885,MUNICIPAL,520,235,277,USGS,NSJ-QPC-04,NSJ-QPC-04
S6-MCAW-C02,7.1,DO,11/16/2016,MG/L,,UNK,38.55163889,-120.9385278,MUNICIPAL,300,100,200,USGS,S6-MCAW-C02,S6-MCAW-C02
S6-MCAW-C08,0.3,DO,9/27/2016,MG/L,,UNK,38.52352778,-120.7990278,MUNICIPAL,500,46,454,USGS,S6-MCAW-C08,S6-MCAW-C08
S6-MCAW-C15,4.8,DO,8/23/2016,MG/L,,UNK,38.66261111,-120.6057222,MUNICIPAL,200,25,175,USGS,S6-MCAW-C15,S6-MCAW-C15
SIERRA-ML-17,7.1,DO,10/15/2008,MG/L,,UNK,38.35763889,-120.8269167,MUNICIPAL,245,100,145,USGS,SIERRA-ML-17,SIERRA-ML-17
Vanadium Study,0.2,DO,1/31/2012,MG/L,<,UNK,38.05461111,-121.3709722,MUNICIPAL,580,560,20,USGS,Vanadium Study,Vanadium Study
