WELL ID,RESULTS,CHEMICAL,DATE,UNITS,QUALIFER,RL,LATITUDE,LONGITUDE,WELL TYPE,WELL DEPTH (FT),TOP OF SCREEN (FT),SCREEN LENGTH (FT),SOURCE,SOURCE NAME,OTHER NAMES
T10000004224-MW-2,0,FE,7/18/2013,UG/L,ND,50,37.4019972,-120.7368398,MONITORING,,,,EDF,MW-2,MW-2
T10000004224-MW-2,37,FE,1/17/2014,UG/L,=,50,37.4019972,-120.7368398,MONITORING,,,,EDF,MW-2,MW-2
T10000004224-MW-2,54,FE,7/22/2015,UG/L,=,50,37.4019972,-120.7368398,MONITORING,,,,EDF,MW-2,MW-2
SL0607731692-NPOND_SUMP,54700,FE,4/2/2009,UG/L,=,0.05,37.8052559,-121.2726186,MONITORING,,,,EDF,NPOND_SUMP,NPOND_SUMP
T0607700004-MW-80A,186,FE,8/5/2009,UG/L,=,200,37.7558376,-121.3463451,MONITORING,34.3,,,EDF,MW-80A,MW-80A
T0607700176-MW-36,61000,FE,11/30/2005,UG/L,=,0.2,37.9503328,-121.3479204,MONITORING,19.23,17,10,EDF,MW-36,MW-36
T0607700716-MW-3,12400,FE,11/27/2006,UG/L,=,52.2,37.98643752,-121.2459787,MONITORING,53.29,,,EDF,MW-3,MW-3
L10005834311-MW-10,150,FE,11/7/2007,UG/L,=,100,37.7570173,-121.6318897,MONITORING,,,,EDF,MW-10,MW-10
T0607700244-EW-1,,FE,12/29/2015,UG/L,=,0.1,37.962057,-121.2650512,MONITORING,118,,,EDF,EW-1,EW-1
T10000000655-MW.05,0,FE,12/1/2009,UG/L,ND,50,38.0152891,-121.8247623,MONITORING,,7,5,EDF,MW.05,MW.05
T10000000655-MW.05,0,FE,1/11/2010,UG/L,ND,50,38.0152891,-121.8247623,MONITORING,,7,5,EDF,MW.05,MW.05
T10000000655-MW.05,240,FE,12/1/2009,UG/L,=,50,38.0152891,-121.8247623,MONITORING,,7,5,EDF,MW.05,MW.05
T10000000655-MW.05,1000,FE,1/4/2010,UG/L,=,50,38.0152891,-121.8247623,MONITORING,,7,5,EDF,MW.05,MW.05
T0601300676-MW-17,120000,FE,12/3/2007,UG/L,=,6000,38.0061868,-121.8343704,MONITORING,,,,EDF,MW-17,MW-17
SL185742938-M-160,0,FE,7/22/2010,UG/L,ND,0.2,37.64939091,-121.0198868,MONITORING,170,150,20,EDF,M-160,M-160
SL185422914-MW-14,0,FE,11/29/2006,UG/L,ND,100,37.7230096,-121.3708008,MONITORING,,48,10,EDF,MW-14,MW-14
SL185422914-MW-14,0,FE,3/27/2007,UG/L,ND,100,37.7230096,-121.3708008,MONITORING,,48,10,EDF,MW-14,MW-14
SL185422914-MW-14,0,FE,9/27/2006,UG/L,ND,100,37.7230096,-121.3708008,MONITORING,,48,10,EDF,MW-14,MW-14
SL185422914-MW-14,0,FE,9/8/2010,UG/L,ND,100,37.7230096,-121.3708008,MONITORING,,48,10,EDF,MW-14,MW-14
SL185422914-MW-14,150,FE,8/11/2005,UG/L,=,100,37.7230096,-121.3708008,MONITORING,,48,10,EDF,MW-14,MW-14
SL185422914-MW-14,290,FE,3/25/2008,UG/L,=,100,37.7230096,-121.3708008,MONITORING,,48,10,EDF,MW-14,MW-14
T0603900002-CMW-3,80.7,FE,8/3/2011,UG/L,=,200,37.3318252,-119.6537045,MONITORING,18.57,,,EDF,CMW-3,CMW-3
T0603900002-CMW-3,0,FE,12/16/2010,UG/L,ND,200,37.3318252,-119.6537045,MONITORING,18.57,,,EDF,CMW-3,CMW-3
T0603900002-CMW-3,29600,FE,12/16/2010,UG/L,=,200,37.3318252,-119.6537045,MONITORING,18.57,,,EDF,CMW-3,CMW-3
T0604700079-MW-U,1820,FE,6/27/2006,UG/L,=,0.1,36.9866196,-120.6409023,MONITORING,19.4,,,EDF,MW-U,MW-U
SL375143638-MW-16,350,FE,6/27/2008,UG/L,=,50,37.94945,-121.345114,MONITORING,22.84,10,13,EDF,MW-16,MW-16
T0607700030-MW4,352,FE,1/13/2012,UG/L,=,0.01,37.9661632,-121.3294755,MONITORING,29.5,10,20,EDF,MW4,MW4
T0607700030-MW4,860,FE,9/28/2017,UG/L,=,20,37.9661632,-121.3294755,MONITORING,29.5,10,20,EDF,MW4,MW4
T0604700163-MW-6,11000,FE,2/22/2011,UG/L,=,250,37.28297556,-120.4878594,MONITORING,,10,20,EDF,MW-6,MW-6
T0609900085-MW-201,0,FE,10/17/2002,UG/L,ND,0.25,37.4835125,-120.8487422,MONITORING,75.91,70,5,EDF,MW-201,MW-201
