WELL ID,RESULTS,CHEMICAL,DATE,UNITS,QUALIFER,RL,LATITUDE,LONGITUDE,WELL TYPE,WELL DEPTH (FT),TOP OF SCREEN (FT),SCREEN LENGTH (FT),SOURCE,SOURCE NAME,OTHER NAMES
5010008-007,260,TDS,7/19/2012,MG/L,,UNK,37.6109662,-120.84992,MUNICIPAL,,,,DHS,5010008-007,WELL 06 - INACTIVE
5010018-002,219,TDS,10/12/2010,MG/L,,UNK,37.7268594,-120.929152,MUNICIPAL,,0,68,DHS,5010018-002,WELL 02
2410011-002,217,TDS,3/23/1999,MG/L,,UNK,37.2343133,-120.25568,MUNICIPAL,,240,160,DHS,2410011-002,WELL 01A
2010002-019,190,TDS,2/19/2015,MG/L,,UNK,36.9735536,-120.0576,MUNICIPAL,,0,560,DHS,2010002-019,WELL 23 - RAW
2010002-019,203,TDS,3/4/1986,MG/L,,UNK,36.9735536,-120.0576,MUNICIPAL,,0,560,DHS,2010002-019,WELL 23 - RAW
2010002-019,210,TDS,2/28/2014,MG/L,,UNK,36.9735536,-120.0576,MUNICIPAL,,0,560,DHS,2010002-019,WELL 23 - RAW
5000189-004,253,TDS,4/7/2005,MG/L,,UNK,37.6978861,-121.008384,MUNICIPAL,,280,90,DHS,5000189-004,W.WELL#3 (BEHIND 4719 N. STAR WAY)
5010029-002,160,TDS,4/12/1999,MG/L,,UNK,37.7558327,-121.008384,MUNICIPAL,,139,132,DHS,5010029-002,WELL 282 - DEL RIO
5010029-002,220,TDS,12/23/1992,MG/L,,UNK,37.7558327,-121.008384,MUNICIPAL,,139,132,DHS,5010029-002,WELL 282 - DEL RIO
5010029-002,96,TDS,6/11/1986,MG/L,,UNK,37.7558327,-121.008384,MUNICIPAL,,139,132,DHS,5010029-002,WELL 282 - DEL RIO
2000688-002,216,TDS,1/29/2013,MG/L,,UNK,37.0025269,-120.136832,MUNICIPAL,,0,0,DHS,2000688-002,SOURCE 2001- WELL 2
5000317-002,141,TDS,2/14/2005,MG/L,,UNK,37.784806,-120.770688,MUNICIPAL,,418,54,DHS,5000317-002,WELL#2
5000317-002,198,TDS,2/14/2017,MG/L,,UNK,37.784806,-120.770688,MUNICIPAL,,418,54,DHS,5000317-002,WELL#2
5010010-001,380,TDS,10/3/1989,MG/L,,UNK,37.6399395,-120.968768,MUNICIPAL,,,,DHS,5010010-001,AIRPORT WELL - ABANDONED
5010005-001,140,TDS,4/11/1991,MG/L,,UNK,37.6978861,-121.087616,MUNICIPAL,,225,85,DHS,5010005-001,WELL 250 - SALIDA GAS
5010005-001,210,TDS,3/10/1997,MG/L,,UNK,37.6978861,-121.087616,MUNICIPAL,,225,85,DHS,5010005-001,WELL 250 - SALIDA GAS
5000055-002,180,TDS,11/15/2017,MG/L,,UNK,37.6978861,-120.929152,MUNICIPAL,,100,40,DHS,5000055-002,WEST FIELD
5000016-001,360,TDS,2/4/2014,MG/L,,UNK,37.7558327,-120.889536,MUNICIPAL,,160,24,DHS,5000016-001,WELL#2
2010002-032,190,TDS,12/10/2012,MG/L,,UNK,36.9445803,-120.0576,MUNICIPAL,,310,290,DHS,2010002-032,WELL 33 - RAW
2010002-032,230,TDS,11/19/2015,MG/L,,UNK,36.9445803,-120.0576,MUNICIPAL,,310,290,DHS,2010002-032,WELL 33 - RAW
5010005-009,240,TDS,12/27/2006,MG/L,,UNK,37.7268594,-121.087616,MUNICIPAL,,235,120,DHS,5010005-009,WELL 299
2410001-017,159.3,TDS,1/29/1991,MG/L,,UNK,37.3502065,-120.612224,MUNICIPAL,,305,210,DHS,2410001-017,WELL 17
