WELL ID,RESULTS,CHEMICAL,DATE,UNITS,QUALIFER,RL,LATITUDE,LONGITUDE,WELL TYPE,WELL DEPTH (FT),TOP OF SCREEN (FT),SCREEN LENGTH (FT),SOURCE,SOURCE NAME,OTHER NAMES
2410005-006,28,CR6,7/12/2017,UG/L,,UNK,37.0604735,-120.84992,MUNICIPAL,,0,40,DHS,2410005-006,WELL 06
2410008-005,3.6,CR6,12/10/2002,UG/L,,UNK,37.3212332,-120.532992,MUNICIPAL,,275,63,DHS,2410008-005,WELL 05
5010017-016,14.2,CR6,3/10/2015,UG/L,,UNK,37.4660997,-121.127232,MUNICIPAL,,,,DHS,5010017-016,WELL NO. 11
5010017-016,15,CR6,6/21/2016,UG/L,,UNK,37.4660997,-121.127232,MUNICIPAL,,,,DHS,5010017-016,WELL NO. 11
5010017-016,18.4,CR6,3/14/2017,UG/L,,UNK,37.4660997,-121.127232,MUNICIPAL,,,,DHS,5010017-016,WELL NO. 11
2410009-043,1.6,CR6,9/1/2016,UG/L,,UNK,37.3502065,-120.414144,MUNICIPAL,,0,210,DHS,2410009-043,WELL 17 - UC MERCED - RAW
3910001-130,1,CR6,6/21/2011,UG/L,<,UNK,37.9876191,-121.24608,MUNICIPAL,,,,DHS,3910001-130,WELL 85-01
2702373-001,0,CR6,11/25/2014,UG/L,<,UNK,37.9586458,-121.681856,MUNICIPAL,,22,10,DHS,2702373-001,WELL 01
2210921-002,0,CR6,8/7/2001,UG/L,<,UNK,37.5819929,-119.938752,MUNICIPAL,,0,10,DHS,2210921-002,WELL 02 - DESTROYED
3910012-096,5.8,CR6,8/12/2014,UG/L,,UNK,38.0455657,-121.24608,MUNICIPAL,,,,DHS,3910012-096,WELL NO. 32
2010013-002,0,CR6,11/6/2014,UG/L,<,UNK,37.20534,-119.701056,MUNICIPAL,,0,10,DHS,2010013-002,WELL 02
2410009-021,3.4,CR6,11/6/2014,UG/L,,UNK,37.2922599,-120.532992,MUNICIPAL,,0,90,DHS,2410009-021,WELL 14 - RAW
2410009-011,3,CR6,7/18/2001,UG/L,,UNK,37.2922599,-120.493376,MUNICIPAL,,0,45,DHS,2410009-011,WELL 05B - RAW
2210002-010,0.2,CR6,5/16/2016,UG/L,<,UNK,37.4660997,-119.740672,MUNICIPAL,,0,10,DHS,2210002-010,WELL 09
3901092-002,0,CR6,7/11/2002,UG/L,<,UNK,38.1324856,-121.206464,MUNICIPAL,,0,0,DHS,3901092-002,WELL#2 (STANDBY WELL)
5500053-004,0.05,CR6,9/15/2014,UG/L,<,UNK,38.0455657,-120.216064,MUNICIPAL,,,,DHS,5500053-004,WELL 4
3910003-010,5.56,CR6,8/13/2014,UG/L,,UNK,37.784806,-121.008384,MUNICIPAL,,,,DHS,3910003-010,WELL NO. 03A
2400231-001,12,CR6,5/18/2016,UG/L,,UNK,37.1763667,-121.008384,MUNICIPAL,,,,DHS,2400231-001,WELL NO. 1
3901258-002,4,CR6,8/30/2018,UG/L,,UNK,37.9876191,-121.24608,MUNICIPAL,,205,80,DHS,3901258-002,WELL #2
5500016-002,1,CR6,3/5/2015,UG/L,<,UNK,37.8137793,-120.097216,MUNICIPAL,,,,DHS,5500016-002,WELL NO. 2
0710009-017,0.5,CR6,8/26/2015,UG/L,<,UNK,37.9006992,-121.602624,MUNICIPAL,,,,DHS,0710009-017,WELL 07
0710009-007,0,CR6,10/29/2002,UG/L,<,UNK,37.9006992,-121.602624,MUNICIPAL,,,,DHS,0710009-007,WELL 04A
3910702-006,0.1,CR6,7/3/2017,UG/L,<,UNK,37.6978861,-121.404544,MUNICIPAL,,400,260,DHS,3910702-006,WELL 09
3910702-006,0.1,CR6,8/5/2014,UG/L,<,UNK,37.6978861,-121.404544,MUNICIPAL,,400,260,DHS,3910702-006,WELL 09
0707547-001,2.6,CR6,8/20/2014,UG/L,,UNK,37.9586458,-121.681856,MUNICIPAL,,0,0,DHS,0707547-001,WELL HEAD
3900726-001,0,CR6,11/7/2014,UG/L,<,UNK,37.9296725,-121.24608,MUNICIPAL,,0,0,DHS,3900726-001,WELL
5010009-012,1.2,CR6,1/21/2003,UG/L,,UNK,37.5530196,-120.889536,MUNICIPAL,,246,87,DHS,5010009-012,WELL NO. 10
5500259-007,1.5,CR6,12/22/2014,UG/L,,UNK,37.8717259,-120.45376,MUNICIPAL,,,,DHS,5500259-007,WELL 9
3910003-009,2.1,CR6,3/26/2003,UG/L,,UNK,37.784806,-120.968768,MUNICIPAL,,,,DHS,3910003-009,WELL NO. 09
3910003-009,3.48,CR6,8/13/2014,UG/L,,UNK,37.784806,-120.968768,MUNICIPAL,,,,DHS,3910003-009,WELL NO. 09
5010008-006,0,CR6,7/18/2002,UG/L,<,UNK,37.5819929,-120.889536,MUNICIPAL,,234,51,DHS,5010008-006,WELL 05 - INACTIVE
1000071-002,0.2,CR6,9/21/2014,UG/L,<,UNK,37.1473934,-119.304896,MUNICIPAL,,0,0,DHS,1000071-002,WELL 02 - NEWER WELL RAW
2400128-011,2.1,CR6,7/31/2014,UG/L,,UNK,37.4371264,-120.84992,MUNICIPAL,,,,DHS,2400128-011,WELL 2-MAIN WELL-20  FROM RD.
2400154-001,15,CR6,7/27/2017,UG/L,,UNK,37.1473934,-120.968768,MUNICIPAL,,161,30,DHS,2400154-001,WELL 1-DOMESTIC-NEAR LARGE WATER TANK
5010019-821,0,CR6,1/9/2001,UG/L,<,UNK,37.5240463,-120.889536,MUNICIPAL,,300,20,DHS,5010019-821,WELL 21-P - DESTROYED
5010019-821,7.6,CR6,2/12/2002,UG/L,,UNK,37.5240463,-120.889536,MUNICIPAL,,300,20,DHS,5010019-821,WELL 21-P - DESTROYED
5010028-020,0.2,CR6,11/20/2013,UG/L,<,UNK,37.5819929,-120.968768,MUNICIPAL,,138,72,DHS,5010028-020,WELL 20 - KINSER
3910025-001,0.5,CR6,12/16/2014,UG/L,<,UNK,37.6399395,-121.523392,MUNICIPAL,,0,50,DHS,3910025-001,WELL 18
3910007-010,7.66,CR6,7/18/2002,UG/L,,UNK,37.7558327,-121.127232,MUNICIPAL,,165,75,DHS,3910007-010,WELL NO. 10
1000059-002,0.25,CR6,12/29/2014,UG/L,,UNK,37.0894468,-119.304896,MUNICIPAL,,0,0,DHS,1000059-002,WELL 02 - OUTSIDE LRG WELL HOUSE
3900512-001,4.6,CR6,7/11/2002,UG/L,,UNK,37.9296725,-121.008384,MUNICIPAL,,0,0,DHS,3900512-001,WELL HEAD
1000111-001,0,CR6,5/1/2006,UG/L,<,UNK,37.0604735,-119.384128,MUNICIPAL,,0,0,DHS,1000111-001,WELL-OFF SITE
5500360-002,0.05,CR6,2/5/2014,UG/L,<,UNK,37.8717259,-120.45376,MUNICIPAL,,,,DHS,5500360-002,LOWER WELL
5510019-008,0,CR6,8/12/2014,UG/L,<,UNK,37.9876191,-120.334912,MUNICIPAL,,0,870,DHS,5510019-008,WELL 07 INAC
1010017-014,0.2,CR6,6/25/2015,UG/L,<,UNK,37.0604735,-119.344512,MUNICIPAL,,0,10,DHS,1010017-014,CLUSTER WELL NO. 02 (T-13) - RAW
3910012-089,3,CR6,7/18/2001,UG/L,,UNK,37.9006992,-121.24608,MUNICIPAL,,158,98,DHS,3910012-089,WELL NO. 08 SSS - STANDBY
3910012-089,0.1,CR6,8/25/2016,UG/L,<,UNK,37.9006992,-121.24608,MUNICIPAL,,158,98,DHS,3910012-089,WELL NO. 08 SSS - STANDBY
2400128-001,0,CR6,8/25/2014,UG/L,<,UNK,37.4371264,-120.84992,MUNICIPAL,,325,50,DHS,2400128-001,WELL 1-STANDBY-120  FROM RD-RESLEEVE  01
5000410-002,0,CR6,9/9/2014,UG/L,<,UNK,37.5530196,-120.889536,MUNICIPAL,,,,DHS,5000410-002,SOUTH/FIELD WELL
3910007-020,8.6,CR6,12/4/2014,UG/L,,UNK,37.7558327,-121.127232,MUNICIPAL,,,,DHS,3910007-020,WELL NO. 13
2400201-001,16,CR6,3/6/2015,UG/L,,UNK,37.0894468,-120.929152,MUNICIPAL,,170,83,DHS,2400201-001,WELL 1-VOLTA RD./S.OF CENTER ST.
2400201-001,24,CR6,12/23/2015,UG/L,,UNK,37.0894468,-120.929152,MUNICIPAL,,170,83,DHS,2400201-001,WELL 1-VOLTA RD./S.OF CENTER ST.
2010008-002,1.5,CR6,8/26/2003,UG/L,,UNK,36.915607,-119.85952,MUNICIPAL,,284,152,DHS,2010008-002,FERNWOOD - INACTIVE
0500039-001,0,CR6,8/13/2014,UG/L,,UNK,37.9876191,-120.532992,MUNICIPAL,,0,0,DHS,0500039-001,WELL 01 - PRODUCTION WELL
3910005-028,1.7,CR6,12/4/2001,UG/L,,UNK,37.8137793,-121.206464,MUNICIPAL,,110,120,DHS,3910005-028,WELL NO. 17
